measure,location,sex,age,cause,metric,val
Deaths,Republic of Uganda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,26107.08979
Deaths,Republic of Uganda,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.527540074
Deaths,Republic of Uganda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.661438208
Deaths,Republic of Uganda,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,224.9273465
Deaths,Republic of Uganda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,188.807123
Deaths,Republic of Uganda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,27839.62919
Deaths,Republic of Uganda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,22853.74714
Deaths,Republic of Uganda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.411516732
Deaths,Republic of Uganda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.39352929
Deaths,Republic of Uganda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2677.05781
Deaths,Republic of Uganda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,1716.315698
Deaths,United Republic of Tanzania,Male,<5 years,Other infectious diseases,Number,3070.682841
Deaths,United Republic of Tanzania,Female,<5 years,Other infectious diseases,Number,2893.138
Deaths,United Republic of Tanzania,Male,<5 years,Other infectious diseases,Percent,0.058157837
Deaths,United Republic of Tanzania,Female,<5 years,Other infectious diseases,Percent,0.063363799
Deaths,United Republic of Tanzania,Male,<5 years,Other infectious diseases,Rate,68.80416308
Deaths,United Republic of Tanzania,Female,<5 years,Other infectious diseases,Rate,66.00467689
Deaths,United Republic of Tanzania,Male,10 - 54 years,Other infectious diseases,Number,1141.977482
Deaths,United Republic of Tanzania,Female,10 - 54 years,Other infectious diseases,Number,946.7053511
Deaths,United Republic of Tanzania,Male,10 - 54 years,Other infectious diseases,Percent,0.016480339
Deaths,United Republic of Tanzania,Female,10 - 54 years,Other infectious diseases,Percent,0.016648404
Deaths,United Republic of Tanzania,Male,10 - 54 years,Other infectious diseases,Rate,6.39446766
Deaths,United Republic of Tanzania,Female,10 - 54 years,Other infectious diseases,Rate,4.866558784
Deaths,United Republic of Tanzania,Male,55+ years,Other infectious diseases,Number,837.9261827
Deaths,United Republic of Tanzania,Female,55+ years,Other infectious diseases,Number,812.8274773
Deaths,United Republic of Tanzania,Male,55+ years,Other infectious diseases,Percent,0.007281355
Deaths,United Republic of Tanzania,Female,55+ years,Other infectious diseases,Percent,0.008631771
Deaths,United Republic of Tanzania,Male,55+ years,Other infectious diseases,Rate,41.90334656
Deaths,United Republic of Tanzania,Female,55+ years,Other infectious diseases,Rate,38.29544866
Deaths,Republic of Uganda,Male,<5 years,Nutritional deficiencies,Number,1159.165291
Deaths,Republic of Uganda,Female,<5 years,Nutritional deficiencies,Number,1019.422454
Deaths,Republic of Uganda,Male,<5 years,Nutritional deficiencies,Percent,0.021016095
Deaths,Republic of Uganda,Female,<5 years,Nutritional deficiencies,Percent,0.022943347
Deaths,Republic of Uganda,Male,<5 years,Nutritional deficiencies,Rate,31.05646191
Deaths,Republic of Uganda,Female,<5 years,Nutritional deficiencies,Rate,28.43360397
Deaths,Republic of Uganda,Male,10 - 54 years,Nutritional deficiencies,Number,222.6016026
Deaths,Republic of Uganda,Female,10 - 54 years,Nutritional deficiencies,Number,145.1197705
Deaths,Republic of Uganda,Male,10 - 54 years,Nutritional deficiencies,Percent,0.003952573
Deaths,Republic of Uganda,Female,10 - 54 years,Nutritional deficiencies,Percent,0.003658959
Deaths,Republic of Uganda,Male,10 - 54 years,Nutritional deficiencies,Rate,1.685952417
Deaths,Republic of Uganda,Female,10 - 54 years,Nutritional deficiencies,Rate,1.049509792
Deaths,Republic of Uganda,Male,55+ years,Nutritional deficiencies,Number,282.8102719
Deaths,Republic of Uganda,Female,55+ years,Nutritional deficiencies,Number,296.7414636
Deaths,Republic of Uganda,Male,55+ years,Nutritional deficiencies,Percent,0.004171818
Deaths,Republic of Uganda,Female,55+ years,Nutritional deficiencies,Percent,0.005093321
Deaths,Republic of Uganda,Male,55+ years,Nutritional deficiencies,Rate,27.19502627
Deaths,Republic of Uganda,Female,55+ years,Nutritional deficiencies,Rate,22.28527467
Deaths,Republic of Uganda,Male,<5 years,Protein-energy malnutrition,Number,1156.851101
Deaths,Republic of Uganda,Female,<5 years,Protein-energy malnutrition,Number,1015.638339
Deaths,Republic of Uganda,Male,<5 years,Protein-energy malnutrition,Percent,0.020974105
Deaths,Republic of Uganda,Female,<5 years,Protein-energy malnutrition,Percent,0.022857571
Deaths,Republic of Uganda,Male,<5 years,Protein-energy malnutrition,Rate,30.9944599
Deaths,Republic of Uganda,Female,<5 years,Protein-energy malnutrition,Rate,28.3280579
Deaths,Republic of Uganda,Male,10 - 54 years,Protein-energy malnutrition,Number,213.7885526
Deaths,Republic of Uganda,Female,10 - 54 years,Protein-energy malnutrition,Number,133.8237443
Deaths,Republic of Uganda,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.003795491
Deaths,Republic of Uganda,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.003375318
Deaths,Republic of Uganda,Male,10 - 54 years,Protein-energy malnutrition,Rate,1.619203648
Deaths,Republic of Uganda,Female,10 - 54 years,Protein-energy malnutrition,Rate,0.967816649
Deaths,Republic of Uganda,Male,55+ years,Protein-energy malnutrition,Number,271.5001905
Deaths,Republic of Uganda,Female,55+ years,Protein-energy malnutrition,Number,280.9147141
Deaths,Republic of Uganda,Male,55+ years,Protein-energy malnutrition,Percent,0.004005
Deaths,Republic of Uganda,Female,55+ years,Protein-energy malnutrition,Percent,0.004821849
Deaths,Republic of Uganda,Male,55+ years,Protein-energy malnutrition,Rate,26.10744922
Deaths,Republic of Uganda,Female,55+ years,Protein-energy malnutrition,Rate,21.09668627
Deaths,Republic of Burundi,Male,<5 years,Other infectious diseases,Number,609.4285422
Deaths,Republic of Burundi,Female,<5 years,Other infectious diseases,Number,476.3849005
Deaths,Republic of Burundi,Male,<5 years,Other infectious diseases,Percent,0.037823098
Deaths,Republic of Burundi,Female,<5 years,Other infectious diseases,Percent,0.035727681
Deaths,Republic of Burundi,Male,<5 years,Other infectious diseases,Rate,56.12659685
Deaths,Republic of Burundi,Female,<5 years,Other infectious diseases,Rate,44.33235431
Deaths,Republic of Burundi,Male,10 - 54 years,Other infectious diseases,Number,447.187508
Deaths,Republic of Burundi,Female,10 - 54 years,Other infectious diseases,Number,287.7465456
Deaths,Republic of Burundi,Male,10 - 54 years,Other infectious diseases,Percent,0.028105336
Deaths,Republic of Burundi,Female,10 - 54 years,Other infectious diseases,Percent,0.026595929
Deaths,Republic of Burundi,Male,10 - 54 years,Other infectious diseases,Rate,10.80314466
Deaths,Republic of Burundi,Female,10 - 54 years,Other infectious diseases,Rate,6.915041526
Deaths,Republic of Burundi,Male,55+ years,Other infectious diseases,Number,248.9440228
Deaths,Republic of Burundi,Female,55+ years,Other infectious diseases,Number,158.4881176
Deaths,Republic of Burundi,Male,55+ years,Other infectious diseases,Percent,0.010708748
Deaths,Republic of Burundi,Female,55+ years,Other infectious diseases,Percent,0.009971188
Deaths,Republic of Burundi,Male,55+ years,Other infectious diseases,Rate,58.88617787
Deaths,Republic of Burundi,Female,55+ years,Other infectious diseases,Rate,41.95319258
Deaths,Republic of Kenya,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,49228.69227
Deaths,Republic of Kenya,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,30528.99935
Deaths,Republic of Kenya,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.467367348
Deaths,Republic of Kenya,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.362775027
Deaths,Republic of Kenya,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2814.479526
Deaths,Republic of Kenya,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,1532.849608
Deaths,Republic of Kenya,Male,<5 years,Measles,Number,372.3343045
Deaths,Republic of Kenya,Female,<5 years,Measles,Number,332.3015192
Deaths,Republic of Kenya,Male,<5 years,Measles,Percent,0.015710743
Deaths,Republic of Kenya,Female,<5 years,Measles,Percent,0.016854087
Deaths,Republic of Kenya,Male,<5 years,Measles,Rate,12.31225042
Deaths,Republic of Kenya,Female,<5 years,Measles,Rate,11.35651087
Deaths,Republic of Kenya,Male,10 - 54 years,Measles,Number,19.61959773
Deaths,Republic of Kenya,Female,10 - 54 years,Measles,Number,23.77227503
Deaths,Republic of Kenya,Male,10 - 54 years,Measles,Percent,0.000270294
Deaths,Republic of Kenya,Female,10 - 54 years,Measles,Percent,0.000506121
Deaths,Republic of Kenya,Male,10 - 54 years,Measles,Rate,0.116080779
Deaths,Republic of Kenya,Female,10 - 54 years,Measles,Rate,0.138469716
Deaths,Republic of Kenya,Male,55+ years,Measles,Number,0.319746257
Deaths,Republic of Kenya,Female,55+ years,Measles,Number,0.269151576
Deaths,Republic of Kenya,Male,55+ years,Measles,Percent,3.03e-06
Deaths,Republic of Kenya,Female,55+ years,Measles,Percent,3.18e-06
Deaths,Republic of Kenya,Male,55+ years,Measles,Rate,0.018280382
Deaths,Republic of Kenya,Female,55+ years,Measles,Rate,0.013514
Deaths,Republic of Kenya,Male,<5 years,Neglected tropical diseases and malaria,Number,2249.79662
Deaths,Republic of Kenya,Female,<5 years,Neglected tropical diseases and malaria,Number,2447.851725
Deaths,Republic of Kenya,Male,<5 years,Neglected tropical diseases and malaria,Percent,0.094613621
Deaths,Republic of Kenya,Female,<5 years,Neglected tropical diseases and malaria,Percent,0.123581371
Deaths,Republic of Kenya,Male,<5 years,Neglected tropical diseases and malaria,Rate,74.39566821
Deaths,Republic of Kenya,Female,<5 years,Neglected tropical diseases and malaria,Rate,83.65611687
Deaths,Republic of Kenya,Male,10 - 54 years,Neglected tropical diseases and malaria,Number,1203.025661
Deaths,Republic of Kenya,Female,10 - 54 years,Neglected tropical diseases and malaria,Number,790.1299733
Deaths,Republic of Kenya,Male,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.016567048
Deaths,Republic of Kenya,Female,10 - 54 years,Neglected tropical diseases and malaria,Percent,0.016827407
Deaths,Republic of Kenya,Male,10 - 54 years,Neglected tropical diseases and malaria,Rate,7.117788946
Deaths,Republic of Kenya,Female,10 - 54 years,Neglected tropical diseases and malaria,Rate,4.602381258
Deaths,Republic of Kenya,Male,55+ years,Neglected tropical diseases and malaria,Number,637.1241705
Deaths,Republic of Kenya,Female,55+ years,Neglected tropical diseases and malaria,Number,715.1750932
Deaths,Republic of Kenya,Male,55+ years,Neglected tropical diseases and malaria,Percent,0.006035974
Deaths,Republic of Kenya,Female,55+ years,Neglected tropical diseases and malaria,Percent,0.008467428
Deaths,Republic of Kenya,Male,55+ years,Neglected tropical diseases and malaria,Rate,36.42536193
Deaths,Republic of Kenya,Female,55+ years,Neglected tropical diseases and malaria,Rate,35.90867321
Deaths,Republic of Burundi,Male,<5 years,Nutritional deficiencies,Number,427.5292885
Deaths,Republic of Burundi,Female,<5 years,Nutritional deficiencies,Number,367.0515934
Deaths,Republic of Burundi,Male,<5 years,Nutritional deficiencies,Percent,0.026552456
Deaths,Republic of Burundi,Female,<5 years,Nutritional deficiencies,Percent,0.027564904
Deaths,Republic of Burundi,Male,<5 years,Nutritional deficiencies,Rate,39.37420445
Deaths,Republic of Burundi,Female,<5 years,Nutritional deficiencies,Rate,34.15780239
Deaths,Republic of Burundi,Male,10 - 54 years,Nutritional deficiencies,Number,135.6217331
Deaths,Republic of Burundi,Female,10 - 54 years,Nutritional deficiencies,Number,110.6818643
Deaths,Republic of Burundi,Male,10 - 54 years,Nutritional deficiencies,Percent,0.008525345
Deaths,Republic of Burundi,Female,10 - 54 years,Nutritional deficiencies,Percent,0.01022742
Deaths,Republic of Burundi,Male,10 - 54 years,Nutritional deficiencies,Rate,3.276346444
Deaths,Republic of Burundi,Female,10 - 54 years,Nutritional deficiencies,Rate,2.659874461
Deaths,Republic of Burundi,Male,55+ years,Nutritional deficiencies,Number,207.6735152
Deaths,Republic of Burundi,Female,55+ years,Nutritional deficiencies,Number,155.1137711
Deaths,Republic of Burundi,Male,55+ years,Nutritional deficiencies,Percent,0.008940536
Deaths,Republic of Burundi,Female,55+ years,Nutritional deficiencies,Percent,0.00976412
Deaths,Republic of Burundi,Male,55+ years,Nutritional deficiencies,Rate,49.12389308
Deaths,Republic of Burundi,Female,55+ years,Nutritional deficiencies,Rate,41.05997351
Deaths,Republic of Burundi,Male,<5 years,Protein-energy malnutrition,Number,426.6809108
Deaths,Republic of Burundi,Female,<5 years,Protein-energy malnutrition,Number,365.4519341
Deaths,Republic of Burundi,Male,<5 years,Protein-energy malnutrition,Percent,0.026499593
Deaths,Republic of Burundi,Female,<5 years,Protein-energy malnutrition,Percent,0.02744499
Deaths,Republic of Burundi,Male,<5 years,Protein-energy malnutrition,Rate,39.29607133
Deaths,Republic of Burundi,Female,<5 years,Protein-energy malnutrition,Rate,34.00893817
Deaths,Republic of Burundi,Male,10 - 54 years,Protein-energy malnutrition,Number,129.5085365
Deaths,Republic of Burundi,Female,10 - 54 years,Protein-energy malnutrition,Number,98.52819486
Deaths,Republic of Burundi,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.008140169
Deaths,Republic of Burundi,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.009106944
Deaths,Republic of Burundi,Male,10 - 54 years,Protein-energy malnutrition,Rate,3.128663992
Deaths,Republic of Burundi,Female,10 - 54 years,Protein-energy malnutrition,Rate,2.367801002
Deaths,Republic of Burundi,Male,55+ years,Protein-energy malnutrition,Number,198.8572499
Deaths,Republic of Burundi,Female,55+ years,Protein-energy malnutrition,Number,144.4734409
Deaths,Republic of Burundi,Male,55+ years,Protein-energy malnutrition,Percent,0.008560615
Deaths,Republic of Burundi,Female,55+ years,Protein-energy malnutrition,Percent,0.009095092
Deaths,Republic of Burundi,Male,55+ years,Protein-energy malnutrition,Rate,47.03845972
Deaths,Republic of Burundi,Female,55+ years,Protein-energy malnutrition,Rate,38.24338493
Deaths,Republic of Kenya,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,20551.46304
Deaths,Republic of Kenya,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,17145.02848
Deaths,Republic of Kenya,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.866044941
Deaths,Republic of Kenya,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.867627321
Deaths,Republic of Kenya,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,679.5902402
Deaths,Republic of Kenya,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,585.9368405
Deaths,Republic of Kenya,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,41482.8672
Deaths,Republic of Kenya,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,29014.78888
Deaths,Republic of Kenya,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.571831126
Deaths,Republic of Kenya,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.618821899
Deaths,Republic of Kenya,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,245.4364052
Deaths,Republic of Kenya,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,169.0065243
Deaths,Republic of South Sudan,Male,<5 years,Non-communicable diseases,Number,2462.073651
Deaths,Republic of South Sudan,Female,<5 years,Non-communicable diseases,Number,2122.402418
Deaths,Republic of South Sudan,Male,<5 years,Non-communicable diseases,Percent,0.093646668
Deaths,Republic of South Sudan,Female,<5 years,Non-communicable diseases,Percent,0.09903809
Deaths,Republic of South Sudan,Male,<5 years,Non-communicable diseases,Rate,304.9765076
Deaths,Republic of South Sudan,Female,<5 years,Non-communicable diseases,Rate,281.1000527
Deaths,Republic of South Sudan,Male,10 - 54 years,Non-communicable diseases,Number,4351.435575
Deaths,Republic of South Sudan,Female,10 - 54 years,Non-communicable diseases,Number,3195.342662
Deaths,Republic of South Sudan,Male,10 - 54 years,Non-communicable diseases,Percent,0.26359759
Deaths,Republic of South Sudan,Female,10 - 54 years,Non-communicable diseases,Percent,0.265808172
Deaths,Republic of South Sudan,Male,10 - 54 years,Non-communicable diseases,Rate,145.2088717
Deaths,Republic of South Sudan,Female,10 - 54 years,Non-communicable diseases,Rate,102.4159463
Deaths,Republic of South Sudan,Male,55+ years,Non-communicable diseases,Number,10107.7983
Deaths,Republic of South Sudan,Female,55+ years,Non-communicable diseases,Number,6854.887762
Deaths,Republic of South Sudan,Male,55+ years,Non-communicable diseases,Percent,0.445677192
Deaths,Republic of South Sudan,Female,55+ years,Non-communicable diseases,Percent,0.500690404
Deaths,Republic of South Sudan,Male,55+ years,Non-communicable diseases,Rate,3043.94724
Deaths,Republic of South Sudan,Female,55+ years,Non-communicable diseases,Rate,2358.384797
Deaths,Republic of Kenya,Male,<5 years,Non-communicable diseases,Number,2503.481833
Deaths,Republic of Kenya,Female,<5 years,Non-communicable diseases,Number,2015.789154
Deaths,Republic of Kenya,Male,<5 years,Non-communicable diseases,Percent,0.105667589
Deaths,Republic of Kenya,Female,<5 years,Non-communicable diseases,Percent,0.102036622
Deaths,Republic of Kenya,Male,<5 years,Non-communicable diseases,Rate,82.78446245
Deaths,Republic of Kenya,Female,<5 years,Non-communicable diseases,Rate,68.89024008
Deaths,Republic of Kenya,Male,10 - 54 years,Non-communicable diseases,Number,15842.08942
Deaths,Republic of Kenya,Female,10 - 54 years,Non-communicable diseases,Number,12648.65181
Deaths,Republic of Kenya,Male,10 - 54 years,Non-communicable diseases,Percent,0.2175416
Deaths,Republic of Kenya,Female,10 - 54 years,Non-communicable diseases,Percent,0.268851635
Deaths,Republic of Kenya,Male,10 - 54 years,Non-communicable diseases,Rate,93.73087592
Deaths,Republic of Kenya,Female,10 - 54 years,Non-communicable diseases,Rate,73.67638236
Deaths,Republic of Kenya,Male,55+ years,Non-communicable diseases,Number,39754.3157
Deaths,Republic of Kenya,Female,55+ years,Non-communicable diseases,Number,43583.49197
Deaths,Republic of Kenya,Male,55+ years,Non-communicable diseases,Percent,0.376266182
Deaths,Republic of Kenya,Female,55+ years,Non-communicable diseases,Percent,0.51543493
Deaths,Republic of Kenya,Male,55+ years,Non-communicable diseases,Rate,2272.814947
Deaths,Republic of Kenya,Female,55+ years,Non-communicable diseases,Rate,2188.310787
Deaths,Republic of Rwanda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,6617.745639
Deaths,Republic of Rwanda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,5409.685531
Deaths,Republic of Rwanda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.799993205
Deaths,Republic of Rwanda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.789641008
Deaths,Republic of Rwanda,Male,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,744.9096069
Deaths,Republic of Rwanda,Female,<5 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,628.9846202
Deaths,Republic of Rwanda,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,6476.97691
Deaths,Republic of Rwanda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Number,6128.142735
Deaths,Republic of Rwanda,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.428700597
Deaths,Republic of Rwanda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.534003882
Deaths,Republic of Rwanda,Male,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,151.013735
Deaths,Republic of Rwanda,Female,10 - 54 years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,135.5574506
Deaths,Republic of Rwanda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,9149.914509
Deaths,Republic of Rwanda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Number,8012.560666
Deaths,Republic of Rwanda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.375133116
Deaths,Republic of Rwanda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Percent,0.32435513
Deaths,Republic of Rwanda,Male,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2048.226805
Deaths,Republic of Rwanda,Female,55+ years,"Communicable, maternal, neonatal, and nutritional diseases",Rate,1311.937843
Deaths,Republic of Rwanda,Male,<5 years,Nutritional deficiencies,Number,221.6933668
Deaths,Republic of Rwanda,Female,<5 years,Nutritional deficiencies,Number,200.3550299
Deaths,Republic of Rwanda,Male,<5 years,Nutritional deficiencies,Percent,0.026790363
Deaths,Republic of Rwanda,Female,<5 years,Nutritional deficiencies,Percent,0.029233205
Deaths,Republic of Rwanda,Male,<5 years,Nutritional deficiencies,Rate,24.95434665
Deaths,Republic of Rwanda,Female,<5 years,Nutritional deficiencies,Rate,23.29529724
Deaths,Republic of Rwanda,Male,10 - 54 years,Nutritional deficiencies,Number,69.78494366
Deaths,Republic of Rwanda,Female,10 - 54 years,Nutritional deficiencies,Number,56.90158291
Deaths,Republic of Rwanda,Male,10 - 54 years,Nutritional deficiencies,Percent,0.004597347
Deaths,Republic of Rwanda,Female,10 - 54 years,Nutritional deficiencies,Percent,0.004928295
Deaths,Republic of Rwanda,Male,10 - 54 years,Nutritional deficiencies,Rate,1.627068482
Deaths,Republic of Rwanda,Female,10 - 54 years,Nutritional deficiencies,Rate,1.258690251
Deaths,Republic of Rwanda,Male,55+ years,Nutritional deficiencies,Number,116.0456612
Deaths,Republic of Rwanda,Female,55+ years,Nutritional deficiencies,Number,137.7360937
Deaths,Republic of Rwanda,Male,55+ years,Nutritional deficiencies,Percent,0.004736169
Deaths,Republic of Rwanda,Female,55+ years,Nutritional deficiencies,Percent,0.005547892
Deaths,Republic of Rwanda,Male,55+ years,Nutritional deficiencies,Rate,25.97705516
Deaths,Republic of Rwanda,Female,55+ years,Nutritional deficiencies,Rate,22.55224032
Deaths,Republic of Rwanda,Male,<5 years,Protein-energy malnutrition,Number,221.2638555
Deaths,Republic of Rwanda,Female,<5 years,Protein-energy malnutrition,Number,199.6600596
Deaths,Republic of Rwanda,Male,<5 years,Protein-energy malnutrition,Percent,0.026738434
Deaths,Republic of Rwanda,Female,<5 years,Protein-energy malnutrition,Percent,0.029131795
Deaths,Republic of Rwanda,Male,<5 years,Protein-energy malnutrition,Rate,24.9059998
Deaths,Republic of Rwanda,Female,<5 years,Protein-energy malnutrition,Rate,23.21449298
Deaths,Republic of Rwanda,Male,10 - 54 years,Protein-energy malnutrition,Number,66.13210368
Deaths,Republic of Rwanda,Female,10 - 54 years,Protein-energy malnutrition,Number,50.60103216
Deaths,Republic of Rwanda,Male,10 - 54 years,Protein-energy malnutrition,Percent,0.004356907
Deaths,Republic of Rwanda,Female,10 - 54 years,Protein-energy malnutrition,Percent,0.004383249
Deaths,Republic of Rwanda,Male,10 - 54 years,Protein-energy malnutrition,Rate,1.541900816
Deaths,Republic of Rwanda,Female,10 - 54 years,Protein-energy malnutrition,Rate,1.119319052
Deaths,Republic of Rwanda,Male,55+ years,Protein-energy malnutrition,Number,109.7955386
Deaths,Republic of Rwanda,Female,55+ years,Protein-energy malnutrition,Number,128.9768137
Deaths,Republic of Rwanda,Male,55+ years,Protein-energy malnutrition,Percent,0.004480936
Deaths,Republic of Rwanda,Female,55+ years,Protein-energy malnutrition,Percent,0.005195017
Deaths,Republic of Rwanda,Male,55+ years,Protein-energy malnutrition,Rate,24.57795261
Deaths,Republic of Rwanda,Female,55+ years,Protein-energy malnutrition,Rate,21.11803827
Deaths,Republic of Rwanda,Male,<5 years,Non-communicable diseases,Number,1163.361962
Deaths,Republic of Rwanda,Female,<5 years,Non-communicable diseases,Number,1025.071209
Deaths,Republic of Rwanda,Male,<5 years,Non-communicable diseases,Percent,0.140766928
Deaths,Republic of Rwanda,Female,<5 years,Non-communicable diseases,Percent,0.149759033
Deaths,Republic of Rwanda,Male,<5 years,Non-communicable diseases,Rate,130.9508628
Deaths,Republic of Rwanda,Female,<5 years,Non-communicable diseases,Rate,119.185121
Deaths,Republic of Rwanda,Male,10 - 54 years,Non-communicable diseases,Number,4702.64607
Deaths,Republic of Rwanda,Female,10 - 54 years,Non-communicable diseases,Number,3935.888917
Deaths,Republic of Rwanda,Male,10 - 54 years,Non-communicable diseases,Percent,0.309361794
Deaths,Republic of Rwanda,Female,10 - 54 years,Non-communicable diseases,Percent,0.34065208
Deaths,Republic of Rwanda,Male,10 - 54 years,Non-communicable diseases,Rate,109.6443846
Deaths,Republic of Rwanda,Female,10 - 54 years,Non-communicable diseases,Rate,87.06374682
Deaths,Republic of Rwanda,Male,55+ years,Non-communicable diseases,Number,11407.6814
Deaths,Republic of Rwanda,Female,55+ years,Non-communicable diseases,Number,13989.78232
Deaths,Republic of Rwanda,Male,55+ years,Non-communicable diseases,Percent,0.465071033
Deaths,Republic of Rwanda,Female,55+ years,Non-communicable diseases,Percent,0.563021494
Deaths,Republic of Rwanda,Male,55+ years,Non-communicable diseases,Rate,2553.632474
Deaths,Republic of Rwanda,Female,55+ years,Non-communicable diseases,Rate,2290.619143
Deaths,Republic of Kenya,Male,<5 years,Other infectious diseases,Number,1253.410473
Deaths,Republic of Kenya,Female,<5 years,Other infectious diseases,Number,1128.733683
Deaths,Republic of Kenya,Male,<5 years,Other infectious diseases,Percent,0.052856642
Deaths,Republic of Kenya,Female,<5 years,Other infectious diseases,Percent,0.057219516
Deaths,Republic of Kenya,Male,<5 years,Other infectious diseases,Rate,41.44743967
Deaths,Republic of Kenya,Female,<5 years,Other infectious diseases,Rate,38.5748352
Deaths,Republic of Kenya,Male,10 - 54 years,Other infectious diseases,Number,1756.584057
Deaths,Republic of Kenya,Female,10 - 54 years,Other infectious diseases,Number,1215.557785
Deaths,Republic of Kenya,Male,10 - 54 years,Other infectious diseases,Percent,0.02412636
Deaths,Republic of Kenya,Female,10 - 54 years,Other infectious diseases,Percent,0.025831887
Deaths,Republic of Kenya,Male,10 - 54 years,Other infectious diseases,Rate,10.39295751
Deaths,Republic of Kenya,Female,10 - 54 years,Other infectious diseases,Rate,7.08043051
Deaths,Republic of Kenya,Male,55+ years,Other infectious diseases,Number,1081.103364
Deaths,Republic of Kenya,Female,55+ years,Other infectious diseases,Number,1056.245323
Deaths,Republic of Kenya,Male,55+ years,Other infectious diseases,Percent,0.010227413
Deaths,Republic of Kenya,Female,55+ years,Other infectious diseases,Percent,0.012479672
Deaths,Republic of Kenya,Male,55+ years,Other infectious diseases,Rate,61.80833054
Deaths,Republic of Kenya,Female,55+ years,Other infectious diseases,Rate,53.03368155
Deaths,Republic of Kenya,Male,<5 years,Nutritional deficiencies,Number,964.2813152
Deaths,Republic of Kenya,Female,<5 years,Nutritional deficiencies,Number,851.0626241
Deaths,Republic of Kenya,Male,<5 years,Nutritional deficiencies,Percent,0.040598701
Deaths,Republic of Kenya,Female,<5 years,Nutritional deficiencies,Percent,0.043039707
Deaths,Republic of Kenya,Male,<5 years,Nutritional deficiencies,Rate,31.88659461
Deaths,Republic of Kenya,Female,<5 years,Nutritional deficiencies,Rate,29.08533781
Deaths,Republic of Kenya,Male,10 - 54 years,Nutritional deficiencies,Number,276.6086734
Deaths,Republic of Kenya,Female,10 - 54 years,Nutritional deficiencies,Number,185.0223384
